subj_idx,stim,rt,accuracy,response,trialno,stimulus,novelty,early,late
0,1,1.021,1,0,2,0,1,1,0
0,1,0.935,1,1,3,1,0,1,0
0,1,0.767,1,0,4,0,1,1,0
0,1,0.92,1,1,5,1,0,1,1
0,1,0.825,1,0,6,0,1,1,1
0,1,0.928,1,1,7,1,0,1,1
0,1,0.914,1,0,8,0,1,1,1
0,1,0.957,1,1,9,1,0,0,1
0,1,1.083,1,0,10,0,1,0,1
0,2,0.672,1,1,3,1,0,1,0
0,2,1.022,0,0,5,1,0,1,1
0,2,0.461,1,0,6,0,1,1,1
0,2,1.193,0,1,8,0,1,1,1
0,3,1.05,1,1,4,1,0,1,0
0,3,1.087,0,0,5,1,0,1,1
0,3,1.116,1,0,6,0,1,1,1
0,3,0.897,1,1,7,1,0,1,1
0,3,0.951,0,0,8,1,0,1,1
0,3,0.867,1,0,9,0,0,0,1
0,3,1.084,1,0,10,0,1,0,1
0,2,0.304,0,0,3,1,0,1,0
0,2,0.871,1,0,4,0,1,1,0
0,2,0.923,1,1,5,1,0,1,1
0,2,0.982,1,0,6,0,1,1,1
0,2,1.437,1,1,7,1,0,1,1
0,2,0.708,1,0,8,0,1,1,1
0,2,1.322,0,1,10,0,1,0,1
0,1,0.291,1,0,2,0,1,1,0
0,1,0.941,1,1,3,1,0,1,0
0,1,1.001,1,0,4,0,1,1,0
0,1,0.835,1,1,5,1,0,1,1
0,1,0.853,1,0,6,0,1,1,1
0,1,0.641,1,1,7,1,0,1,1
0,1,0.676,1,0,8,0,1,1,1
0,1,0.807,1,0,9,0,1,0,1
0,1,0.894,1,1,10,1,0,0,1
0,3,0.751,1,1,4,1,0,1,0
0,3,1.061,1,0,5,0,1,1,1
0,3,1.228,1,1,6,1,0,1,1
0,3,1.439,1,0,7,0,1,1,1
0,1,1.142,0,0,2,1,0,1,0
0,1,0.948,0,0,3,1,0,1,0
0,1,0.807,0,1,4,0,1,1,0
0,1,0.663,1,0,7,0,1,1,1
0,1,1.059,1,0,8,0,1,1,1
0,1,1.227,1,1,9,1,0,0,1
0,1,1.02,1,0,10,0,1,0,1
0,3,1.262,1,0,7,0,1,1,1
0,3,1.237,1,0,8,0,1,1,1
0,3,0.711,1,1,9,1,0,0,1
0,3,0.727,0,0,10,1,0,0,1
0,2,0.665,1,1,4,1,0,1,0
0,2,0.985,1,0,5,0,1,1,1
0,2,0.84,1,0,6,0,1,1,1
0,2,1.347,1,1,7,1,0,1,1
0,2,0.829,0,0,9,1,0,0,1
0,2,0.754,1,0,10,0,1,0,1
0,2,0.635,1,1,3,1,0,1,0
0,2,0.702,1,0,4,0,1,1,0
0,2,0.74,1,0,5,0,1,1,1
0,2,0.921,1,1,6,1,0,1,1
0,2,0.829,1,0,8,0,1,1,1
0,2,0.83,1,0,9,0,1,0,1
0,2,0.788,1,1,10,1,0,0,1
0,3,0.628,1,1,4,1,0,1,0
0,3,0.867,1,0,6,0,1,1,1
0,3,1.024,1,1,7,1,0,1,1
0,3,0.828,1,0,8,0,1,1,1
0,3,1.315,1,0,9,0,1,0,1
0,3,1.176,1,1,10,1,0,0,1
0,2,1.486,1,0,3,0,1,1,0
0,2,0.892,1,0,4,0,1,1,0
0,2,0.992,1,1,5,1,0,1,1
0,2,1.273,1,1,6,1,0,1,1
0,2,0.016,1,1,10,1,0,0,1
0,1,0.703,1,1,2,1,0,1,0
0,1,0.76,1,0,3,0,1,1,0
0,1,0.488,1,1,4,1,0,1,0
0,1,0.444,1,0,5,0,1,1,1
0,1,0.806,1,0,6,0,1,1,1
0,1,0.897,1,0,7,0,1,1,1
0,1,0.792,1,1,8,1,0,1,1
0,1,0.841,1,0,9,0,1,0,1
0,1,0.886,1,1,10,1,0,0,1
0,3,0.904,1,0,4,0,1,1,0
0,3,1.152,1,0,5,0,1,1,1
0,3,1.385,1,1,6,1,0,1,1
0,3,1.398,0,0,7,1,0,1,1
0,3,1.428,0,0,8,1,0,1,1
0,3,0.978,1,1,9,1,0,0,1
0,3,0.974,1,0,10,0,0,0,1
0,1,0.698,1,1,2,1,0,1,0
0,1,0.844,1,0,3,0,1,1,0
0,1,0.568,1,1,4,1,0,1,0
0,1,0.822,1,0,5,0,1,1,1
0,1,0.62,1,1,6,1,0,1,1
0,1,0.823,1,0,7,0,1,1,1
0,1,0.822,1,0,8,0,1,1,1
0,1,0.746,1,0,9,0,1,0,1
0,1,0.881,1,1,10,1,0,0,1
0,3,0.967,1,1,4,1,0,1,0
0,3,0.991,1,0,5,0,1,1,1
0,3,1.163,1,0,6,0,1,1,1
0,3,1.385,0,0,7,1,0,1,1
0,3,1.463,1,0,9,0,1,0,1
0,3,1.278,0,0,10,1,0,0,1
0,2,1.179,1,0,4,0,1,1,0
0,2,0.867,1,0,5,0,1,1,1
0,2,0.96,1,1,6,1,0,1,1
0,2,0.966,1,0,7,0,1,1,1
0,2,1.023,1,0,8,0,1,1,1
0,2,0.579,1,1,9,1,0,0,1
0,2,0.977,0,0,10,1,0,0,1
0,1,0.821,1,0,2,0,1,1,0
0,1,0.776,1,1,3,1,0,1,0
0,1,0.755,1,0,4,0,1,1,0
0,1,0.789,1,0,5,0,1,1,1
0,1,0.583,1,1,6,1,0,1,1
0,1,0.44,1,0,8,0,1,1,1
0,1,0.608,0,1,9,0,1,0,1
0,1,1.144,1,1,10,1,0,0,1
0,3,0.973,1,0,4,0,1,1,0
0,3,0.93,1,1,5,1,0,1,1
0,3,1.32,1,1,6,1,0,1,1
0,3,0.53,0,0,7,1,0,1,1
0,3,0.825,1,0,8,0,1,1,1
0,3,0.624,1,0,9,0,1,0,1
0,3,0.926,1,1,10,1,0,0,1
0,2,0.612,1,1,3,1,0,1,0
0,2,0.875,1,0,4,0,1,1,0
0,2,1.271,1,1,5,1,0,1,1
0,2,0.91,1,0,6,0,1,1,1
0,2,0.953,1,0,8,0,1,1,1
0,2,0.978,1,1,9,1,0,0,1
0,2,1.198,1,1,10,1,0,0,1
0,1,0.825,1,1,2,1,0,1,0
0,1,0.995,1,0,3,0,1,1,0
0,1,0.549,1,1,4,1,0,1,0
0,1,0.963,1,0,5,0,1,1,1
0,1,0.88,1,0,6,0,1,1,1
0,1,0.667,1,1,7,1,0,1,1
0,1,0.868,1,0,8,0,1,1,1
0,1,1.041,1,0,9,0,1,0,1
0,1,0.86,1,1,10,1,0,0,1
0,3,0.926,1,0,4,0,1,1,0
0,3,1.084,1,0,5,0,1,1,1
0,3,1.008,1,1,6,1,0,1,1
0,3,1.413,1,0,7,0,1,1,1
0,3,1.146,0,0,8,1,0,1,1
0,3,0.502,0,0,9,1,0,0,1
0,3,0.545,1,1,10,1,0,0,1
0,1,0.634,1,1,2,1,0,1,0
0,1,1.119,0,0,3,1,0,1,0
0,1,0.836,1,0,4,0,1,1,0
0,1,0.84,1,0,5,0,1,1,1
0,1,0.777,1,0,6,0,1,1,1
0,1,0.456,1,0,7,0,1,1,1
0,1,1.173,1,0,8,0,1,1,1
0,1,0.542,0,0,9,1,0,0,1
0,1,0.869,1,1,10,1,0,0,1
0,3,1.08,1,0,4,0,1,1,0
0,3,0.779,1,1,5,1,0,1,1
0,3,0.94,1,1,6,1,0,1,1
0,3,1.136,1,0,7,0,1,1,1
0,3,1.294,0,0,8,1,0,1,1
0,3,1.162,0,1,10,0,1,0,1
0,2,0.952,1,0,3,0,1,1,0
0,2,0.74,1,1,4,1,0,1,0
0,2,1.386,0,0,5,1,0,1,1
0,2,1.301,1,0,6,0,1,1,1
0,2,0.72,1,1,7,1,0,1,1
0,2,0.946,1,0,8,0,1,1,1
0,2,1.094,1,0,9,0,1,0,1
0,2,0.835,1,1,10,1,0,0,1
0,1,0.932,1,0,2,0,1,1,0
0,1,0.906,1,1,3,1,0,1,0
0,1,1.09,1,1,4,1,0,1,0
0,1,0.807,1,0,5,0,1,1,1
0,1,1.011,1,0,6,0,1,1,1
0,1,0.621,1,1,7,1,0,1,1
0,1,0.806,1,0,8,0,1,1,1
0,1,0.528,1,1,9,1,0,0,1
0,1,0.921,1,0,10,0,1,0,1
0,2,0.601,1,1,3,1,0,1,0
0,2,0.693,1,1,4,1,0,1,0
0,2,0.929,1,0,5,0,1,1,1
0,2,1.269,1,0,6,0,1,1,1
0,2,0.677,1,1,7,1,0,1,1
0,2,0.71,1,0,8,0,1,1,1
0,2,1.047,1,1,9,1,0,0,1
0,2,0.971,1,0,10,0,1,0,1
1,1,0.735,0,0,2,1,0,1,0
1,1,0.966,0,0,3,1,0,1,0
1,1,1.36,1,0,4,0,1,1,0
1,1,0.82,1,1,5,1,0,1,1
1,1,1.188,1,0,6,0,1,1,1
1,1,1.29,1,0,7,0,1,1,1
1,1,1.068,1,0,8,0,1,1,1
1,1,0.883,1,1,9,1,0,0,1
1,1,1.15,1,0,10,0,1,0,1
1,2,1.318,1,1,4,1,0,1,0
1,2,1.394,1,0,5,0,1,1,1
1,2,1.419,1,0,6,0,1,1,1
1,2,0.827,1,1,7,1,0,1,1
1,2,0.874,1,0,8,0,1,1,1
1,2,0.772,1,1,9,1,0,0,1
1,2,0.512,1,0,10,0,1,0,1
1,3,0.539,1,0,4,0,1,1,0
1,3,0.796,1,0,5,0,1,1,1
1,3,0.677,0,0,6,1,0,1,1
1,3,1.019,1,0,7,0,1,1,1
1,3,0.886,1,1,8,1,0,1,1
1,3,0.325,0,0,9,1,0,0,1
1,3,0.558,1,1,10,1,0,0,1
1,2,0.971,1,0,4,0,1,1,0
1,2,0.694,0,0,5,1,0,1,1
1,2,0.581,1,0,6,0,1,1,1
1,2,0.408,1,1,7,1,0,1,1
1,2,0.357,1,0,8,0,1,1,1
1,2,0.692,1,1,9,1,0,0,1
1,2,0.554,1,0,10,0,1,0,1
1,1,1.071,1,0,2,0,1,1,0
1,1,0.86,1,1,3,1,0,1,0
1,1,0.704,1,0,4,0,1,1,0
1,1,0.69,0,0,5,1,0,1,1
1,1,0.81,1,0,6,0,1,1,1
1,1,0.635,1,1,7,1,0,1,1
1,1,0.626,1,0,8,0,1,1,1
1,1,0.432,1,1,9,1,0,0,1
1,1,0.383,1,0,10,0,1,0,1
1,3,0.695,1,1,4,1,0,1,0
1,3,1.109,0,0,5,1,0,1,1
1,3,1.037,1,0,6,0,1,1,1
1,3,1.11,1,1,7,1,0,1,1
1,3,0.752,1,0,8,0,1,1,1
1,3,0.91,0,1,9,0,1,0,1
1,3,0.594,0,0,10,1,0,0,1
1,1,0.821,1,1,2,1,0,1,0
1,1,0.271,1,0,3,0,1,1,0
1,1,0.477,1,1,4,1,0,1,0
1,1,0.608,1,0,5,0,1,1,1
1,1,0.655,1,1,6,1,0,1,1
1,1,0.541,1,0,7,0,1,1,1
1,1,0.367,0,1,8,0,1,1,1
1,1,0.254,0,1,9,0,1,0,1
1,1,0.627,1,1,10,1,0,0,1
1,3,0.725,1,0,4,0,1,1,0
1,3,0.841,1,1,5,1,0,1,1
1,3,1.359,1,1,6,1,0,1,1
1,3,0.921,0,0,7,1,0,1,1
1,3,0.796,0,1,8,0,1,1,1
1,3,0.766,1,0,9,0,1,0,1
1,3,1.194,1,1,10,1,0,0,1
1,2,0.805,1,1,3,1,0,1,0
1,2,0.434,1,0,4,0,1,1,0
1,2,0.895,1,0,5,0,1,1,1
1,2,0.483,1,1,6,1,0,1,1
1,2,0.295,1,0,7,0,1,1,1
1,2,0.836,1,0,8,0,1,1,1
1,2,0.559,1,1,9,1,0,0,1
1,2,0.361,0,0,10,1,0,0,1
1,2,0.837,1,0,3,0,1,1,0
1,2,1.005,1,0,4,0,1,1,0
1,2,0.872,1,1,5,1,0,1,1
1,2,0.807,0,0,6,1,0,1,1
1,2,0.883,1,1,7,1,0,1,1
1,2,1.089,1,0,8,0,1,1,1
1,2,1.428,0,1,9,0,1,0,1
1,3,0.792,1,1,4,1,0,1,0
1,3,0.632,0,0,5,1,0,1,1
1,3,0.861,1,0,6,0,1,1,1
1,3,1.303,1,0,7,0,1,1,1
1,3,1.064,1,0,8,0,1,1,1
1,3,0.685,1,1,9,1,0,0,1
1,3,1.433,1,1,10,1,0,0,1
1,2,0.678,0,0,3,1,0,1,0
1,2,0.943,1,0,4,0,1,1,0
1,2,0.863,1,0,5,0,1,1,1
1,2,0.879,1,1,6,1,0,1,1
1,2,1.002,1,1,7,1,0,1,1
1,2,0.723,1,0,8,0,1,1,1
1,2,1.149,1,0,9,0,1,0,1
1,2,1.065,1,1,10,1,0,0,1
1,1,0.576,1,1,2,1,0,1,0
1,1,0.673,1,0,3,0,1,1,0
1,1,0.861,1,1,4,1,0,1,0
1,1,0.907,1,0,5,0,1,1,1
1,1,0.972,1,0,6,0,1,1,1
1,1,0.87,1,0,7,0,1,1,1
1,1,1.104,1,1,8,1,0,1,1
1,1,0.895,1,0,9,0,1,0,1
1,1,0.738,1,1,10,1,0,0,1
1,3,0.822,1,1,4,1,0,1,0
1,3,0.806,1,1,5,1,0,1,1
1,3,0.582,1,0,6,0,1,1,1
1,3,1.179,0,0,7,1,0,1,1
1,3,0.791,1,1,8,1,0,1,1
1,3,0.967,0,1,9,0,0,0,1
1,1,1.15,1,1,2,1,0,1,0
1,1,0.892,1,0,4,0,1,1,0
1,1,0.992,0,1,5,0,1,1,1
1,1,0.914,1,0,6,0,1,1,1
1,1,0.973,1,0,7,0,1,1,1
1,1,1.294,1,0,8,0,1,1,1
1,1,1.124,1,1,9,1,0,0,1
1,1,1.38,1,1,10,1,0,0,1
1,3,0.739,1,1,4,1,0,1,0
1,3,0.157,1,0,5,0,1,1,1
1,3,1.185,1,0,6,0,1,1,1
1,3,0.894,1,1,7,1,0,1,1
1,3,0.816,0,0,8,1,0,1,1
1,3,1.145,0,1,9,0,1,0,1
1,3,0.514,0,0,10,1,0,0,1
1,2,0.89,0,0,3,1,0,1,0
1,2,0.863,1,0,5,0,1,1,1
1,2,0.94,1,0,6,0,1,1,1
1,2,0.825,1,1,7,1,0,1,1
1,2,0.596,1,0,8,0,1,1,1
1,2,0.834,1,1,9,1,0,0,1
1,2,0.138,1,0,10,0,1,0,1
1,1,0.88,1,0,2,0,1,1,0
1,1,0.626,0,0,3,1,0,1,0
1,1,1.15,1,1,4,1,0,1,0
1,1,0.756,1,0,5,0,1,1,1
1,1,1.026,1,0,6,0,1,1,1
1,1,0.778,1,1,7,1,0,1,1
1,1,0.694,1,0,8,0,1,1,1
1,1,0.68,1,1,9,1,0,0,1
1,1,0.586,1,0,10,0,1,0,1
1,3,0.818,1,1,4,1,0,1,0
1,3,0.87,1,0,5,0,1,1,1
1,3,1.331,1,1,6,1,0,1,1
1,3,0.941,1,0,7,0,1,1,1
1,3,0.802,1,0,8,0,1,1,1
1,3,0.858,1,1,9,1,0,0,1
1,3,0.559,0,0,10,1,0,0,1
1,2,0.75,1,0,3,0,1,1,0
1,2,0.911,1,1,4,1,0,1,0
1,2,1.364,1,1,5,1,0,1,1
1,2,1.117,1,0,6,0,1,1,1
1,2,1.093,1,1,7,1,0,1,1
1,2,0.725,1,0,8,0,1,1,1
1,2,0.495,1,0,9,0,1,0,1
1,2,0.77,1,1,10,1,0,0,1
1,1,0.042,1,0,2,0,1,1,0
1,1,0.805,1,1,3,1,0,1,0
1,1,0.558,1,0,4,0,1,1,0
1,1,0.837,1,1,5,1,0,1,1
1,1,0.658,1,0,6,0,1,1,1
1,1,0.668,1,1,7,1,0,1,1
1,1,0.746,1,0,8,0,1,1,1
1,1,0.815,1,0,9,0,1,0,1
1,1,0.623,1,1,10,1,0,0,1
1,3,1.183,1,0,4,0,1,1,0
1,3,1.097,1,0,5,0,1,1,1
1,3,1.482,1,1,6,1,0,1,1
1,3,1.313,1,1,7,1,0,1,1
1,3,0.662,0,0,8,1,0,1,1
1,3,0.869,1,1,9,1,0,0,1
1,3,1.271,0,1,10,0,0,0,1
1,1,0.687,1,0,2,0,1,1,0
1,1,0.928,1,1,3,1,0,1,0
1,1,0.872,1,0,4,0,1,1,0
1,1,0.997,1,0,5,0,1,1,1
1,1,0.716,1,1,6,1,0,1,1
1,1,0.944,1,1,7,1,0,1,1
1,1,0.779,1,0,8,0,1,1,1
1,1,0.694,1,0,9,0,1,0,1
1,1,0.933,1,1,10,1,0,0,1
1,3,1.145,1,0,4,0,1,1,0
1,3,1.194,1,1,5,1,0,1,1
1,3,0.971,1,1,6,1,0,1,1
1,3,1.038,1,0,7,0,1,1,1
1,3,0.756,1,1,9,1,0,0,1
1,3,0.854,1,0,10,0,1,0,1
1,2,1.01,1,1,3,1,0,1,0
1,2,0.595,1,0,4,0,1,1,0
1,2,0.742,1,1,5,1,0,1,1
1,2,0.435,1,0,6,0,1,1,1
1,2,1.076,1,0,7,0,1,1,1
1,2,0.661,0,1,8,0,1,1,1
1,2,0.711,0,0,9,1,0,0,1
1,2,0.51,1,1,10,1,0,0,1
1,1,0.874,1,1,2,1,0,1,0
1,1,0.768,1,0,3,0,1,1,0
1,1,0.577,1,1,4,1,0,1,0
1,1,0.874,1,0,5,0,1,1,1
1,1,0.682,1,0,6,0,1,1,1
1,1,0.679,1,1,7,1,0,1,1
1,1,0.791,1,0,8,0,1,1,1
1,1,0.802,1,0,9,0,1,0,1
1,1,0.779,1,1,10,1,0,0,1
1,2,0.889,1,1,3,1,0,1,0
1,2,0.765,1,0,4,0,1,1,0
1,2,0.761,0,1,6,0,1,1,1
1,2,1.326,1,1,7,1,0,1,1
1,2,0.593,1,0,8,0,1,1,1
1,2,1.254,1,0,9,0,1,0,1
1,2,0.824,1,1,10,1,0,0,1
2,1,0.059,0,0,2,1,0,1,0
2,1,1.275,1,0,6,0,1,1,1
2,1,0.94,1,0,7,0,1,1,1
2,1,1.084,0,1,8,0,1,1,1
2,1,1.114,1,1,9,1,0,0,1
2,1,1.206,1,0,10,0,1,0,1
2,2,0.821,1,1,3,1,0,1,0
2,2,1.196,1,0,4,0,1,1,0
2,2,0.808,1,1,5,1,0,1,1
2,2,0.877,1,0,6,0,1,1,1
2,2,1.007,0,1,7,0,1,1,1
2,2,0.904,1,0,8,0,1,1,1
2,2,1.125,1,1,9,1,0,0,1
2,2,1.009,0,0,10,1,0,0,1
2,3,0.828,1,1,4,1,0,1,0
2,3,1.19,0,0,5,1,0,1,1
2,3,1.449,1,1,7,1,0,1,1
2,3,1.165,0,1,8,0,1,1,1
2,3,0.866,1,0,9,0,1,0,1
2,3,0.965,0,0,10,1,0,0,1
2,2,0.662,1,0,3,0,1,1,0
2,2,0.907,0,1,4,0,1,1,0
2,2,1.159,1,1,5,1,0,1,1
2,2,0.794,1,1,6,1,0,1,1
2,2,0.801,1,1,7,1,0,1,1
2,2,0.749,1,0,8,0,1,1,1
2,2,0.851,1,0,9,0,1,0,1
2,2,0.975,1,1,10,1,0,0,1
2,1,0.834,1,0,2,0,1,1,0
2,1,1.007,1,1,3,1,0,1,0
2,1,0.968,1,0,4,0,1,1,0
2,1,1.018,1,1,5,1,0,1,1
2,1,0.771,1,0,6,0,1,1,1
2,1,1.19,1,1,7,1,0,1,1
2,1,0.907,0,1,9,0,1,0,1
2,1,0.611,1,1,10,1,0,0,1
2,3,1.093,1,1,5,1,0,1,1
2,3,0.967,1,1,7,1,0,1,1
2,3,1.111,1,0,8,0,1,1,1
2,3,0.995,1,0,9,0,1,0,1
2,3,0.872,1,1,10,1,0,0,1
2,1,1.056,1,1,2,1,0,1,0
2,1,0.928,1,0,3,0,1,1,0
2,1,0.791,1,1,4,1,0,1,0
2,1,1.482,0,1,5,0,1,1,1
2,1,0.919,1,0,6,0,1,1,1
2,1,0.692,0,1,7,0,1,1,1
2,1,0.951,1,1,8,1,0,1,1
2,1,0.899,0,1,9,0,1,0,1
2,1,1.007,1,1,10,1,0,0,1
2,3,1.031,0,1,4,0,1,1,0
2,3,0.75,1,0,5,0,1,1,1
2,3,0.861,1,1,6,1,0,1,1
2,3,0.889,1,0,7,0,1,1,1
2,3,0.937,1,1,8,1,0,1,1
2,3,0.759,1,1,9,1,0,0,1
2,3,1.12,1,1,10,1,0,0,1
2,2,0.599,1,1,3,1,0,1,0
2,2,0.96,1,0,4,0,1,1,0
2,2,0.708,1,1,5,1,0,1,1
2,2,0.96,1,0,6,0,1,1,1
2,2,0.96,1,1,7,1,0,1,1
2,2,0.963,1,0,8,0,1,1,1
2,2,0.883,0,1,9,0,1,0,1
2,2,1.197,1,1,10,1,0,0,1
2,2,1.011,1,1,3,1,0,1,0
2,2,0.805,1,0,4,0,1,1,0
2,2,0.759,1,0,5,0,1,1,1
2,2,0.581,1,1,6,1,0,1,1
2,2,0.736,1,0,7,0,1,1,1
2,2,0.8,0,1,8,0,1,1,1
2,2,0.912,1,1,9,1,0,0,1
2,2,0.705,1,1,10,1,0,0,1
2,3,0.758,0,1,4,0,1,1,0
2,3,1.339,0,0,6,1,0,1,1
2,3,0.838,1,1,7,1,0,1,1
2,3,0.775,1,1,8,1,0,1,1
2,3,1.149,1,1,9,1,0,0,1
2,3,1.043,0,1,10,0,0,0,1
2,2,0.737,1,1,3,1,0,1,0
2,2,0.887,1,0,4,0,1,1,0
2,2,1.068,1,0,5,0,1,1,1
2,2,0.859,1,1,6,1,0,1,1
2,2,0.637,1,1,7,1,0,1,1
2,2,0.993,1,0,8,0,1,1,1
2,2,1.227,1,0,9,0,1,0,1
2,2,0.836,1,1,10,1,0,0,1
2,1,1.054,1,0,2,0,1,1,0
2,1,0.875,1,1,3,1,0,1,0
2,1,0.773,1,0,4,0,1,1,0
2,1,0.851,1,1,5,1,0,1,1
2,1,1.096,1,0,6,0,1,1,1
2,1,0.637,1,1,7,1,0,1,1
2,1,1.284,1,0,8,0,1,1,1
2,1,0.554,1,1,9,1,0,0,1
2,1,1.218,1,0,10,0,1,0,1
2,3,0.643,1,1,4,1,0,1,0
2,3,0.865,1,0,5,0,1,1,1
2,3,0.851,1,1,7,1,0,1,1
2,3,1.006,1,1,8,1,0,1,1
2,3,0.802,0,1,9,0,1,0,1
2,3,0.967,1,1,10,1,0,0,1
2,1,0.874,1,1,2,1,0,1,0
2,1,0.679,1,0,3,0,1,1,0
2,1,0.563,1,1,4,1,0,1,0
2,1,0.813,1,0,5,0,1,1,1
2,1,0.873,1,1,6,1,0,1,1
2,1,1.287,1,0,7,0,1,1,1
2,1,1.333,1,0,9,0,1,0,1
2,1,0.679,1,1,10,1,0,0,1
2,3,0.79,1,0,4,0,1,1,0
2,3,0.976,1,1,5,1,0,1,1
2,3,0.69,1,1,6,1,0,1,1
2,3,0.841,1,0,7,0,1,1,1
2,3,0.768,1,1,8,1,0,1,1
2,3,1.123,1,1,9,1,0,0,1
2,3,0.776,0,1,10,0,1,0,1
2,2,1.148,1,1,3,1,0,1,0
2,2,0.842,1,1,4,1,0,1,0
2,2,0.614,1,0,5,0,1,1,1
2,2,0.881,0,1,6,0,1,1,1
2,2,0.743,1,1,7,1,0,1,1
2,2,0.683,1,0,8,0,1,1,1
2,2,1.008,1,1,9,1,0,0,1
2,2,1.112,1,0,10,0,1,0,1
2,1,1.007,1,0,2,0,1,1,0
2,1,1.026,1,1,3,1,0,1,0
2,1,1.091,1,1,4,1,0,1,0
2,1,0.85,1,1,7,1,0,1,1
2,1,1.313,1,0,8,0,1,1,1
2,1,0.645,1,1,9,1,0,0,1
2,1,0.789,1,0,10,0,1,0,1
2,3,1.273,0,0,4,1,0,1,0
2,3,0.774,1,1,5,1,0,1,1
2,3,0.658,0,1,6,0,1,1,1
2,3,1.199,0,1,8,0,1,1,1
2,3,0.862,1,1,9,1,0,0,1
2,3,0.722,1,1,10,1,0,0,1
2,2,0.81,1,1,3,1,0,1,0
2,2,0.978,1,0,4,0,1,1,0
2,2,0.842,1,1,5,1,0,1,1
2,2,0.803,1,1,7,1,0,1,1
2,2,1.277,1,0,8,0,1,1,1
2,2,0.895,1,1,9,1,0,0,1
2,2,0.959,1,0,10,0,1,0,1
2,1,0.779,1,1,2,1,0,1,0
2,1,0.886,1,0,3,0,1,1,0
2,1,0.605,1,1,4,1,0,1,0
2,1,1.085,1,0,5,0,1,1,1
2,1,1.085,1,0,6,0,1,1,1
2,1,0.878,1,1,7,1,0,1,1
2,1,0.979,1,0,8,0,1,1,1
2,1,1.351,1,1,10,1,0,0,1
2,3,0.609,1,1,4,1,0,1,0
2,3,0.799,1,0,5,0,1,1,1
2,3,0.854,1,1,6,1,0,1,1
2,3,1.058,1,0,7,0,1,1,1
2,3,0.798,1,1,9,1,0,0,1
2,3,1.33,1,1,10,1,0,0,1
2,1,1.012,1,0,2,0,1,1,0
2,1,0.818,1,1,3,1,0,1,0
2,1,0.906,1,0,4,0,1,1,0
2,1,0.722,1,0,5,0,1,1,1
2,1,0.956,1,1,6,1,0,1,1
2,1,1.014,1,1,7,1,0,1,1
2,1,1.063,1,0,8,0,1,1,1
2,1,1.015,0,1,9,0,1,0,1
2,1,1.085,1,1,10,1,0,0,1
2,3,0.798,1,1,4,1,0,1,0
2,3,0.849,1,1,5,1,0,1,1
2,3,0.776,1,0,6,0,1,1,1
2,3,0.991,0,0,7,1,0,1,1
2,3,0.981,1,1,8,1,0,1,1
2,3,1.141,0,1,9,0,0,0,1
2,3,1.045,1,0,10,0,1,0,1
2,2,0.899,1,0,3,0,1,1,0
2,2,0.779,1,1,4,1,0,1,0
2,2,1.043,1,1,5,1,0,1,1
2,2,0.938,1,0,6,0,1,1,1
2,2,0.714,1,1,7,1,0,1,1
2,2,1.014,1,0,8,0,1,1,1
2,2,1.458,1,0,9,0,1,0,1
2,2,0.893,1,1,10,1,0,0,1
2,1,1.121,1,1,2,1,0,1,0
2,1,0.943,1,1,3,1,0,1,0
2,1,0.861,1,0,4,0,1,1,0
2,1,0.811,1,0,5,0,1,1,1
2,1,0.966,1,0,6,0,1,1,1
2,1,0.849,0,1,7,0,1,1,1
2,1,0.813,1,0,8,0,1,1,1
2,1,0.817,1,1,9,1,0,0,1
2,1,0.96,1,1,10,1,0,0,1
2,2,0.923,1,1,3,1,0,1,0
2,2,0.847,1,1,4,1,0,1,0
2,2,0.827,1,0,5,0,1,1,1
2,2,0.865,1,0,6,0,1,1,1
2,2,0.742,1,1,7,1,0,1,1
2,2,1.127,0,1,8,0,1,1,1
2,2,1.064,1,1,9,1,0,0,1
2,2,1.133,1,0,10,0,1,0,1
3,1,0.998,0,0,2,1,0,1,0
3,1,0.744,1,1,4,1,0,1,0
3,1,0.842,1,1,7,1,0,1,1
3,1,1.363,1,0,8,0,1,1,1
3,1,1.395,1,0,9,0,1,0,1
3,1,0.918,1,1,10,1,0,0,1
3,2,1.019,1,1,3,1,0,1,0
3,2,0.966,1,0,4,0,1,1,0
3,2,1.336,0,0,5,1,0,1,1
3,2,1.302,1,0,6,0,1,1,1
3,2,0.843,1,1,7,1,0,1,1
3,2,0.874,1,0,8,0,1,1,1
3,2,0.823,0,1,9,0,1,0,1
3,2,0.697,1,1,10,1,0,0,1
3,3,1.033,1,0,4,0,1,1,0
3,3,0.909,1,1,5,1,0,1,1
3,3,0.689,0,0,6,1,0,1,1
3,3,1.027,0,0,7,1,0,1,1
3,3,1.126,1,0,8,0,1,1,1
3,3,1.498,1,0,9,0,1,0,1
3,3,1.394,0,0,10,1,0,0,1
3,2,1.282,1,0,3,0,1,1,0
3,2,1.246,1,0,4,0,1,1,0
3,2,0.861,1,1,5,1,0,1,1
3,2,1.037,0,0,6,1,0,1,1
3,2,1.333,1,1,7,1,0,1,1
3,2,0.94,1,0,8,0,1,1,1
3,2,0.706,1,0,9,0,1,0,1
3,2,0.733,1,1,10,1,0,0,1
3,1,0.874,1,0,2,0,1,1,0
3,1,0.911,1,1,3,1,0,1,0
3,1,1.122,0,0,4,1,0,1,0
3,1,1.13,1,0,5,0,1,1,1
3,1,1.376,1,0,6,0,1,1,1
3,1,0.805,1,1,7,1,0,1,1
