subj_idx,stim,rt,accuracy,response,trialno,stimulus,novelty,early,late
30,3,0.518,1,1,6,1,0,1,1
30,3,0.608,1,1,7,1,0,1,1
30,3,0.789,1,0,8,0,1,1,1
30,3,0.935,1,0,9,0,1,0,1
30,3,0.665,1,1,10,1,0,0,1
30,2,0.589,1,1,3,1,0,1,0
30,2,0.617,1,0,4,0,1,1,0
30,2,0.573,1,1,5,1,0,1,1
30,2,0.693,1,0,6,0,1,1,1
30,2,0.519,1,1,7,1,0,1,1
30,2,0.687,1,0,8,0,1,1,1
30,2,0.781,1,0,9,0,1,0,1
30,2,0.627,1,1,10,1,0,0,1
30,1,0.892,1,1,2,1,0,1,0
30,1,0.944,1,1,3,1,0,1,0
30,1,0.935,1,0,4,0,1,1,0
30,1,0.772,1,0,5,0,1,1,1
30,1,0.772,1,0,6,0,1,1,1
30,1,0.744,1,0,7,0,1,1,1
30,1,0.948,1,0,8,0,1,1,1
30,1,0.738,1,1,9,1,0,0,1
30,1,0.712,1,1,10,1,0,0,1
30,3,0.806,1,0,4,0,1,1,0
30,3,0.642,1,0,5,0,1,1,1
30,3,0.639,1,1,6,1,0,1,1
30,3,0.771,1,0,7,0,1,1,1
30,3,0.549,1,1,8,1,0,1,1
30,3,0.695,1,1,9,1,0,0,1
30,3,0.775,1,1,10,1,0,0,1
30,1,0.648,1,1,2,1,0,1,0
30,1,0.593,1,1,3,1,0,1,0
30,1,0.985,1,0,4,0,1,1,0
30,1,0.711,1,1,5,1,0,1,1
30,1,0.685,1,0,6,0,1,1,1
30,1,0.87,1,0,7,0,1,1,1
30,1,0.714,0,1,8,0,1,1,1
30,1,0.634,1,1,9,1,0,0,1
30,1,0.95,1,0,10,0,1,0,1
30,3,0.719,1,0,4,0,1,1,0
30,3,0.669,1,0,5,0,1,1,1
30,3,0.646,1,1,6,1,0,1,1
30,3,0.582,1,1,7,1,0,1,1
30,3,0.5,1,1,8,1,0,1,1
30,3,0.739,1,1,9,1,0,0,1
30,3,0.657,0,1,10,0,0,0,1
30,2,0.617,1,0,3,0,1,1,0
30,2,0.799,1,0,4,0,1,1,0
30,2,0.844,0,0,5,1,0,1,1
30,2,0.606,1,1,6,1,0,1,1
30,2,0.623,1,1,7,1,0,1,1
30,2,0.877,1,0,8,0,1,1,1
30,2,0.59,0,1,9,0,1,0,1
30,2,0.889,1,1,10,1,0,0,1
30,1,0.728,1,0,2,0,1,1,0
30,1,0.737,1,1,3,1,0,1,0
30,1,0.504,1,1,4,1,0,1,0
30,1,0.659,1,0,5,0,1,1,1
30,1,0.906,1,0,6,0,1,1,1
30,1,0.468,1,1,7,1,0,1,1
30,1,0.662,1,0,8,0,1,1,1
30,1,0.694,1,1,9,1,0,0,1
30,1,0.735,1,0,10,0,1,0,1
30,3,0.553,1,1,4,1,0,1,0
30,3,0.403,1,1,5,1,0,1,1
30,3,0.695,1,0,6,0,1,1,1
30,3,0.563,1,1,7,1,0,1,1
30,3,0.51,1,1,8,1,0,1,1
30,3,0.708,0,1,9,0,0,0,1
30,3,0.864,1,0,10,0,1,0,1
30,2,0.517,1,1,3,1,0,1,0
30,2,0.756,1,0,4,0,1,1,0
30,2,0.838,1,0,5,0,1,1,1
30,2,0.658,1,1,6,1,0,1,1
30,2,0.571,1,1,7,1,0,1,1
30,2,0.682,1,0,8,0,1,1,1
30,2,0.685,1,0,9,0,1,0,1
30,2,0.664,1,1,10,1,0,0,1
30,1,0.763,1,0,2,0,1,1,0
30,1,0.544,1,1,3,1,0,1,0
30,1,0.718,1,0,4,0,1,1,0
30,1,0.528,1,1,5,1,0,1,1
30,1,0.67,1,0,6,0,1,1,1
30,1,0.499,1,1,7,1,0,1,1
30,1,0.97,1,0,8,0,1,1,1
30,1,0.922,1,0,9,0,1,0,1
30,1,0.663,1,1,10,1,0,0,1
30,3,0.679,1,0,4,0,1,1,0
30,3,0.535,1,1,5,1,0,1,1
30,3,0.728,1,1,6,1,0,1,1
30,3,0.725,1,0,7,0,1,1,1
30,3,0.538,1,1,8,1,0,1,1
30,3,0.834,1,1,9,1,0,0,1
30,3,0.722,1,0,10,0,1,0,1
30,1,0.501,1,0,2,0,1,1,0
30,1,0.739,1,1,3,1,0,1,0
30,1,0.728,1,0,4,0,1,1,0
30,1,0.645,1,1,5,1,0,1,1
30,1,0.723,1,0,6,0,1,1,1
30,1,0.635,1,1,7,1,0,1,1
30,1,0.823,1,0,8,0,1,1,1
30,1,0.525,1,1,9,1,0,0,1
30,1,0.892,1,0,10,0,1,0,1
30,3,0.659,1,1,4,1,0,1,0
30,3,0.826,1,0,5,0,1,1,1
30,3,0.729,1,0,6,0,1,1,1
30,3,0.623,1,1,7,1,0,1,1
30,3,0.713,1,1,8,1,0,1,1
30,3,0.791,1,0,9,0,1,0,1
30,3,0.55,1,1,10,1,0,0,1
30,2,0.48,1,1,3,1,0,1,0
30,2,0.558,1,0,4,0,1,1,0
30,2,0.715,1,0,5,0,1,1,1
30,2,0.534,1,1,6,1,0,1,1
30,2,0.685,1,0,7,0,1,1,1
30,2,0.904,1,0,8,0,1,1,1
30,2,0.602,1,1,9,1,0,0,1
30,2,0.608,1,1,10,1,0,0,1
30,1,0.72,1,1,2,1,0,1,0
30,1,0.647,1,0,3,0,1,1,0
30,1,0.569,1,1,4,1,0,1,0
30,1,0.709,1,0,5,0,1,1,1
30,1,0.657,1,1,6,1,0,1,1
30,1,0.613,1,0,7,0,1,1,1
30,1,0.663,0,1,8,0,1,1,1
30,1,0.852,1,0,9,0,1,0,1
30,1,0.729,1,1,10,1,0,0,1
30,2,0.651,0,0,3,1,0,1,0
30,2,0.506,1,1,4,1,0,1,0
30,2,0.711,1,0,5,0,1,1,1
30,2,0.667,1,0,6,0,1,1,1
30,2,0.63,1,1,7,1,0,1,1
30,2,0.685,1,0,8,0,1,1,1
30,2,0.69,1,1,9,1,0,0,1
30,2,0.768,1,0,10,0,1,0,1
31,1,0.964,1,0,2,0,1,1,0
31,1,0.946,1,1,3,1,0,1,0
31,1,0.916,1,0,4,0,1,1,0
31,1,0.754,1,1,5,1,0,1,1
31,1,0.695,1,0,6,0,1,1,1
31,1,0.753,0,0,7,1,0,1,1
31,1,1.246,1,0,8,0,1,1,1
31,1,0.975,1,0,9,0,1,0,1
31,1,0.893,1,1,10,1,0,0,1
31,2,0.987,1,1,3,1,0,1,0
31,2,0.99,1,1,4,1,0,1,0
31,2,0.997,1,0,5,0,1,1,1
31,2,0.945,1,0,6,0,1,1,1
31,2,1.065,1,1,7,1,0,1,1
31,2,0.886,1,0,8,0,1,1,1
31,2,1.453,1,1,9,1,0,0,1
31,2,1.456,1,0,10,0,1,0,1
31,3,0.813,1,0,4,0,1,1,0
31,3,1.425,1,0,5,0,1,1,1
31,3,0.844,1,1,8,1,0,1,1
31,3,1.495,1,1,9,1,0,0,1
31,3,1.096,1,1,10,1,0,0,1
31,2,0.666,1,1,3,1,0,1,0
31,2,0.69,1,0,4,0,1,1,0
31,2,1.237,1,1,5,1,0,1,1
31,2,1.058,1,0,6,0,1,1,1
31,2,1.36,0,0,7,1,0,1,1
31,2,1.054,1,0,8,0,1,1,1
31,2,1.03,1,1,9,1,0,0,1
31,2,0.906,1,0,10,0,1,0,1
31,1,0.75,1,1,2,1,0,1,0
31,1,0.635,1,0,3,0,1,1,0
31,1,0.968,1,1,4,1,0,1,0
31,1,0.965,1,0,5,0,1,1,1
31,1,0.874,1,0,6,0,1,1,1
31,1,0.855,1,0,7,0,1,1,1
31,1,0.829,1,1,8,1,0,1,1
31,1,1.022,1,0,9,0,1,0,1
31,1,0.713,1,1,10,1,0,0,1
31,3,0.88,1,0,4,0,1,1,0
31,3,0.694,1,1,5,1,0,1,1
31,3,1.139,1,1,6,1,0,1,1
31,3,1.126,0,0,7,1,0,1,1
31,3,1.161,0,1,8,0,1,1,1
31,3,0.91,1,0,9,0,1,0,1
31,3,1.088,1,1,10,1,0,0,1
31,1,0.616,1,1,2,1,0,1,0
31,1,0.582,1,1,3,1,0,1,0
31,1,0.605,1,0,4,0,1,1,0
31,1,0.729,0,1,5,0,1,1,1
31,1,0.969,1,0,6,0,1,1,1
31,1,0.98,1,0,7,0,1,1,1
31,1,1.05,1,0,8,0,1,1,1
31,1,0.668,1,1,9,1,0,0,1
31,1,0.672,1,1,10,1,0,0,1
31,3,0.653,1,1,4,1,0,1,0
31,3,0.602,1,0,5,0,1,1,1
31,3,0.82,1,0,6,0,1,1,1
31,3,1.245,1,1,7,1,0,1,1
31,3,1.179,0,0,8,1,0,1,1
31,3,1.114,1,0,9,0,1,0,1
31,2,0.478,1,1,3,1,0,1,0
31,2,0.666,1,0,4,0,1,1,0
31,2,0.776,1,1,5,1,0,1,1
31,2,0.961,1,0,6,0,1,1,1
31,2,0.976,1,0,7,0,1,1,1
31,2,0.976,1,0,8,0,1,1,1
31,2,1.214,1,1,9,1,0,0,1
31,2,1.156,1,1,10,1,0,0,1
31,2,0.772,1,0,3,0,1,1,0
31,2,0.652,1,0,4,0,1,1,0
31,2,1.103,1,1,5,1,0,1,1
31,2,1.27,1,1,6,1,0,1,1
31,2,1.435,1,1,7,1,0,1,1
31,2,0.686,1,0,8,0,1,1,1
31,2,0.899,1,0,9,0,1,0,1
31,2,0.983,1,1,10,1,0,0,1
31,3,0.65,1,0,4,0,1,1,0
31,3,0.785,1,0,5,0,1,1,1
31,3,0.763,1,1,6,1,0,1,1
31,3,0.921,0,0,7,1,0,1,1
31,3,1.167,0,0,8,1,0,1,1
31,3,1.031,1,1,9,1,0,0,1
31,3,1.274,0,1,10,0,0,0,1
31,2,0.727,1,0,3,0,1,1,0
31,2,1.102,1,1,4,1,0,1,0
31,2,1.267,1,0,6,0,1,1,1
31,2,1.115,1,1,7,1,0,1,1
31,2,0.858,1,0,8,0,1,1,1
31,2,1.128,1,0,9,0,1,0,1
31,2,0.97,1,1,10,1,0,0,1
31,1,0.935,1,0,2,0,1,1,0
31,1,0.932,1,1,3,1,0,1,0
31,1,0.659,1,1,4,1,0,1,0
31,1,0.781,1,0,5,0,1,1,1
31,1,1.015,1,0,6,0,1,1,1
31,1,0.767,1,1,7,1,0,1,1
31,1,0.661,1,0,8,0,1,1,1
31,1,0.782,1,1,9,1,0,0,1
31,1,0.89,1,0,10,0,1,0,1
31,3,1.002,1,1,4,1,0,1,0
31,3,0.822,1,1,5,1,0,1,1
31,3,0.715,1,0,6,0,1,1,1
31,3,1.061,1,0,7,0,1,1,1
31,3,0.837,1,0,8,0,1,1,1
31,3,0.944,1,1,10,1,0,0,1
31,1,0.566,1,0,2,0,1,1,0
31,1,1.459,0,0,3,1,0,1,0
31,1,0.836,1,0,4,0,1,1,0
31,1,0.809,1,0,5,0,1,1,1
31,1,0.676,1,1,6,1,0,1,1
31,1,0.706,1,1,7,1,0,1,1
31,1,0.794,1,0,8,0,1,1,1
31,1,1.055,1,0,9,0,1,0,1
31,1,0.703,1,1,10,1,0,0,1
31,3,0.994,1,1,4,1,0,1,0
31,3,0.622,1,0,5,0,1,1,1
31,3,1.056,1,1,6,1,0,1,1
31,3,0.705,1,0,7,0,1,1,1
31,3,0.718,1,0,8,0,1,1,1
31,3,0.984,1,1,9,1,0,0,1
31,3,1.437,1,1,10,1,0,0,1
31,2,0.477,1,1,3,1,0,1,0
31,2,0.776,1,0,4,0,1,1,0
31,2,0.612,1,0,5,0,1,1,1
31,2,0.854,1,1,6,1,0,1,1
31,2,1.254,1,1,7,1,0,1,1
31,2,0.856,1,0,8,0,1,1,1
31,2,1.251,0,1,9,0,1,0,1
31,2,1.056,1,1,10,1,0,0,1
31,1,0.553,1,1,2,1,0,1,0
31,1,0.609,1,0,3,0,1,1,0
31,1,0.45,1,1,4,1,0,1,0
31,1,0.994,1,0,5,0,1,1,1
31,1,0.837,1,0,6,0,1,1,1
31,1,0.765,1,1,7,1,0,1,1
31,1,0.715,1,0,8,0,1,1,1
31,1,0.961,1,0,9,0,1,0,1
31,1,0.776,1,1,10,1,0,0,1
31,3,0.838,1,0,4,0,1,1,0
31,3,0.599,1,1,5,1,0,1,1
31,3,0.92,1,1,6,1,0,1,1
31,3,1.044,1,0,7,0,1,1,1
31,3,0.744,1,1,8,1,0,1,1
31,3,0.849,1,1,9,1,0,0,1
31,3,0.894,1,0,10,0,1,0,1
31,2,0.514,1,1,3,1,0,1,0
31,2,0.75,1,0,4,0,1,1,0
31,2,0.835,1,0,5,0,1,1,1
31,2,0.981,1,1,6,1,0,1,1
31,2,0.752,1,0,7,0,1,1,1
31,2,1.319,1,0,8,0,1,1,1
31,2,0.763,1,1,9,1,0,0,1
31,2,1.239,1,1,10,1,0,0,1
31,1,0.551,1,1,2,1,0,1,0
31,1,0.613,1,1,3,1,0,1,0
31,1,0.711,1,0,4,0,1,1,0
31,1,0.497,1,1,5,1,0,1,1
31,1,0.605,1,0,6,0,1,1,1
31,1,0.669,1,0,7,0,1,1,1
31,1,1.01,1,0,8,0,1,1,1
31,1,0.661,1,1,9,1,0,0,1
31,1,0.733,1,0,10,0,1,0,1
31,3,0.994,1,1,4,1,0,1,0
31,3,1.062,1,1,5,1,0,1,1
31,3,0.623,1,0,6,0,1,1,1
31,3,1.208,1,1,7,1,0,1,1
31,3,1.472,0,0,8,1,0,1,1
31,3,1.188,1,0,9,0,0,0,1
31,3,1.028,1,0,10,0,1,0,1
31,1,0.782,1,0,2,0,1,1,0
31,1,0.743,1,1,3,1,0,1,0
31,1,0.683,1,0,4,0,1,1,0
31,1,0.769,1,1,5,1,0,1,1
31,1,0.685,1,0,6,0,1,1,1
31,1,0.864,1,1,7,1,0,1,1
31,1,0.618,1,0,8,0,1,1,1
31,1,0.792,1,1,9,1,0,0,1
31,1,0.806,1,0,10,0,1,0,1
31,3,0.736,1,1,4,1,0,1,0
31,3,0.989,1,1,5,1,0,1,1
31,3,0.613,1,0,6,0,1,1,1
31,3,1.087,1,1,7,1,0,1,1
31,3,0.789,1,0,8,0,1,1,1
31,3,0.861,1,0,9,0,1,0,1
31,3,1.302,1,1,10,1,0,0,1
31,2,0.482,1,1,3,1,0,1,0
31,2,0.874,1,1,4,1,0,1,0
31,2,0.456,1,0,5,0,1,1,1
31,2,0.719,1,0,6,0,1,1,1
31,2,0.951,1,1,7,1,0,1,1
31,2,0.735,1,0,8,0,1,1,1
31,2,0.839,1,1,9,1,0,0,1
31,2,0.813,1,0,10,0,1,0,1
31,1,0.492,1,1,2,1,0,1,0
31,1,0.548,1,0,3,0,1,1,0
31,1,0.436,1,1,4,1,0,1,0
31,1,0.456,1,0,5,0,1,1,1
31,1,0.397,1,1,6,1,0,1,1
31,1,0.542,1,0,7,0,1,1,1
31,1,0.836,1,0,8,0,1,1,1
31,1,0.804,1,0,9,0,1,0,1
31,1,0.596,1,1,10,1,0,0,1
31,2,0.499,1,1,3,1,0,1,0
31,2,0.651,1,1,5,1,0,1,1
31,2,0.808,1,0,6,0,1,1,1
31,2,0.825,1,1,7,1,0,1,1
31,2,1.094,1,0,8,0,1,1,1
31,2,0.876,1,0,9,0,1,0,1
31,2,0.924,1,1,10,1,0,0,1
32,1,1.184,1,1,2,1,0,1,0
32,1,0.726,1,0,4,0,1,1,0
32,1,1.416,1,1,5,1,0,1,1
32,1,0.725,1,0,6,0,1,1,1
32,1,0.818,1,0,7,0,1,1,1
32,1,0.804,1,0,8,0,1,1,1
32,1,0.927,1,1,9,1,0,0,1
32,1,0.74,1,0,10,0,1,0,1
32,2,0.697,1,0,3,0,1,1,0
32,2,0.781,1,0,4,0,1,1,0
32,2,1.17,1,1,5,1,0,1,1
32,2,1.173,0,0,6,1,0,1,1
32,2,1.165,0,0,7,1,0,1,1
32,2,1.068,1,0,8,0,1,1,1
32,2,1.059,1,0,9,0,1,0,1
32,2,0.609,1,1,10,1,0,0,1
32,3,0.753,1,0,4,0,1,1,0
32,3,0.883,0,1,5,0,1,1,1
32,3,1.464,0,0,6,1,0,1,1
32,3,0.882,1,1,8,1,0,1,1
32,3,0.809,0,0,9,1,0,0,1
32,3,1.172,0,1,10,0,0,0,1
32,2,0.833,1,0,3,0,1,1,0
32,2,0.63,1,1,4,1,0,1,0
32,2,1.171,1,1,5,1,0,1,1
32,2,0.743,1,0,6,0,1,1,1
32,2,1.064,0,0,7,1,0,1,1
32,2,0.795,1,0,8,0,1,1,1
32,2,0.891,1,0,9,0,1,0,1
32,2,0.958,1,1,10,1,0,0,1
32,1,0.975,1,1,2,1,0,1,0
32,1,0.751,1,0,3,0,1,1,0
32,1,0.732,1,1,4,1,0,1,0
32,1,0.615,1,0,5,0,1,1,1
32,1,0.846,1,0,6,0,1,1,1
32,1,0.734,1,0,7,0,1,1,1
32,1,0.755,1,1,8,1,0,1,1
32,1,0.758,1,0,9,0,1,0,1
32,1,0.563,1,1,10,1,0,0,1
32,3,0.707,1,0,4,0,1,1,0
32,3,0.922,1,1,5,1,0,1,1
32,3,0.79,0,0,6,1,0,1,1
32,3,0.856,0,0,7,1,0,1,1
32,3,0.982,1,0,8,0,1,1,1
32,3,0.943,1,0,9,0,1,0,1
32,3,0.661,1,1,10,1,0,0,1
32,1,0.708,1,1,2,1,0,1,0
32,1,1.045,1,0,3,0,1,1,0
32,1,0.637,1,1,4,1,0,1,0
32,1,0.535,1,0,5,0,1,1,1
32,1,0.749,1,0,6,0,1,1,1
32,1,0.558,1,1,7,1,0,1,1
32,1,0.743,1,0,8,0,1,1,1
32,1,0.781,1,0,9,0,1,0,1
32,1,0.687,1,1,10,1,0,0,1
32,3,0.56,1,0,4,0,1,1,0
32,3,0.747,1,1,5,1,0,1,1
32,3,0.955,1,1,6,1,0,1,1
32,3,0.627,1,0,7,0,1,1,1
32,3,0.769,0,0,8,1,0,1,1
32,3,0.969,1,1,9,1,0,0,1
32,3,0.635,1,0,10,0,1,0,1
32,2,0.621,1,1,3,1,0,1,0
32,2,0.702,1,1,4,1,0,1,0
32,2,0.535,1,0,5,0,1,1,1
32,2,0.733,1,0,6,0,1,1,1
32,2,0.737,1,1,7,1,0,1,1
32,2,0.741,1,0,8,0,1,1,1
32,2,0.944,1,1,9,1,0,0,1
32,2,0.563,1,0,10,0,1,0,1
32,2,0.605,1,1,3,1,0,1,0
32,2,0.761,1,0,4,0,1,1,0
32,2,1.433,1,1,5,1,0,1,1
32,2,0.703,1,0,6,0,1,1,1
32,2,0.842,1,0,7,0,1,1,1
32,2,1.326,1,0,8,0,1,1,1
32,2,1.072,1,1,9,1,0,0,1
32,2,1.176,1,1,10,1,0,0,1
32,3,0.868,1,1,4,1,0,1,0
32,3,0.987,1,1,5,1,0,1,1
32,3,0.657,1,0,6,0,1,1,1
32,3,1.067,1,1,7,1,0,1,1
32,3,0.825,1,0,8,0,1,1,1
32,3,0.855,1,0,9,0,1,0,1
32,3,0.845,1,1,10,1,0,0,1
32,2,1.22,0,0,3,1,0,1,0
32,2,0.847,1,0,4,0,1,1,0
32,2,1.079,1,0,5,0,1,1,1
32,2,0.81,1,1,6,1,0,1,1
32,2,1.022,1,1,7,1,0,1,1
32,2,0.718,1,0,8,0,1,1,1
32,2,0.864,1,0,9,0,1,0,1
32,2,1.003,1,1,10,1,0,0,1
32,1,0.633,1,1,2,1,0,1,0
32,1,0.89,1,1,3,1,0,1,0
32,1,0.671,1,0,4,0,1,1,0
32,1,0.763,1,0,5,0,1,1,1
32,1,0.773,1,0,6,0,1,1,1
32,1,0.721,1,0,7,0,1,1,1
32,1,0.749,1,0,8,0,1,1,1
32,1,0.948,1,1,9,1,0,0,1
32,1,0.885,1,1,10,1,0,0,1
32,3,0.736,1,1,4,1,0,1,0
32,3,0.795,1,0,5,0,1,1,1
32,3,1.033,1,1,6,1,0,1,1
32,3,0.675,1,0,7,0,1,1,1
32,3,0.836,1,0,8,0,1,1,1
32,3,0.95,1,1,9,1,0,0,1
32,3,1.05,1,1,10,1,0,0,1
32,1,0.832,1,1,2,1,0,1,0
32,1,0.677,1,0,3,0,1,1,0
32,1,0.611,1,1,4,1,0,1,0
32,1,0.683,1,0,5,0,1,1,1
32,1,0.605,1,1,6,1,0,1,1
32,1,0.7,1,0,7,0,1,1,1
32,1,0.932,1,0,8,0,1,1,1
32,1,1.02,1,0,9,0,1,0,1
32,1,0.646,1,1,10,1,0,0,1
32,3,1.494,1,1,4,1,0,1,0
32,3,0.758,1,0,5,0,1,1,1
32,3,1.355,1,0,6,0,1,1,1
32,3,1.254,1,1,7,1,0,1,1
32,3,0.777,0,0,8,1,0,1,1
32,3,1.094,1,0,9,0,1,0,1
32,3,1.096,1,1,10,1,0,0,1
32,2,1.056,1,1,3,1,0,1,0
32,2,0.667,1,0,4,0,1,1,0
32,2,0.725,1,0,5,0,1,1,1
32,2,1.272,0,0,6,1,0,1,1
32,2,0.972,1,0,7,0,1,1,1
32,2,0.946,1,0,8,0,1,1,1
32,2,1.058,1,1,9,1,0,0,1
32,2,1.293,1,1,10,1,0,0,1
32,1,0.743,1,0,2,0,1,1,0
32,1,1.139,1,1,3,1,0,1,0
32,1,0.889,1,0,4,0,1,1,0
32,1,0.729,1,1,5,1,0,1,1
32,1,0.729,1,0,6,0,1,1,1
32,1,0.789,1,1,7,1,0,1,1
32,1,0.869,1,0,8,0,1,1,1
32,1,0.787,1,0,9,0,1,0,1
32,1,0.847,1,1,10,1,0,0,1
32,3,0.985,1,1,4,1,0,1,0
32,3,1.321,1,1,5,1,0,1,1
32,3,0.963,1,0,6,0,1,1,1
32,3,1.312,1,1,7,1,0,1,1
32,3,1.395,1,1,8,1,0,1,1
32,3,0.659,0,1,10,0,1,0,1
32,2,1.268,0,0,3,1,0,1,0
32,2,0.893,1,0,4,0,1,1,0
32,2,0.927,1,1,5,1,0,1,1
32,2,0.858,1,0,6,0,1,1,1
32,2,1.074,1,1,7,1,0,1,1
32,2,0.856,1,0,8,0,1,1,1
32,2,1.06,1,1,9,1,0,0,1
32,2,0.821,1,0,10,0,1,0,1
32,1,0.748,1,0,2,0,1,1,0
32,1,0.628,1,1,3,1,0,1,0
32,1,0.802,1,1,4,1,0,1,0
32,1,0.83,1,0,5,0,1,1,1
32,1,0.968,1,0,6,0,1,1,1
32,1,0.57,1,1,7,1,0,1,1
32,1,1.039,1,0,8,0,1,1,1
32,1,0.789,1,1,9,1,0,0,1
32,1,0.905,1,0,10,0,1,0,1
32,3,1.046,1,0,4,0,1,1,0
32,3,1.088,1,0,5,0,1,1,1
32,3,0.993,1,1,6,1,0,1,1
32,3,0.673,1,0,7,0,1,1,1
32,3,1.175,0,0,8,1,0,1,1
32,3,0.742,1,1,9,1,0,0,1
32,3,1.129,1,1,10,1,0,0,1
32,1,0.661,1,0,2,0,1,1,0
32,1,0.6,1,1,3,1,0,1,0
32,1,0.859,1,0,4,0,1,1,0
32,1,0.619,1,1,5,1,0,1,1
32,1,0.831,1,0,6,0,1,1,1
32,1,0.543,1,1,7,1,0,1,1
32,1,0.675,1,0,8,0,1,1,1
32,1,0.579,1,1,9,1,0,0,1
32,1,0.826,1,0,10,0,1,0,1
32,3,0.902,1,1,4,1,0,1,0
32,3,0.932,1,1,5,1,0,1,1
32,3,0.774,1,0,6,0,1,1,1
32,3,0.185,0,1,8,0,1,1,1
32,3,0.426,0,0,9,1,0,0,1
32,3,0.523,1,1,10,1,0,0,1
32,2,0.577,1,1,3,1,0,1,0
32,2,1.115,1,1,4,1,0,1,0
32,2,0.532,1,0,5,0,1,1,1
32,2,0.694,1,0,6,0,1,1,1
32,2,1.187,1,1,7,1,0,1,1
32,2,0.688,1,0,8,0,1,1,1
32,2,0.826,1,1,9,1,0,0,1
32,2,0.795,1,0,10,0,1,0,1
32,1,0.727,1,0,2,0,1,1,0
32,1,0.691,1,1,3,1,0,1,0
32,1,0.682,1,0,4,0,1,1,0
32,1,0.688,1,0,5,0,1,1,1
32,1,0.584,1,1,6,1,0,1,1
32,1,0.676,1,1,7,1,0,1,1
32,1,0.868,1,0,8,0,1,1,1
32,1,0.99,1,0,9,0,1,0,1
32,1,0.639,1,1,10,1,0,0,1
32,2,0.893,1,1,3,1,0,1,0
32,2,0.745,1,0,4,0,1,1,0
32,2,1.157,1,1,5,1,0,1,1
32,2,0.748,1,0,6,0,1,1,1
32,2,0.88,1,1,7,1,0,1,1
32,2,0.645,1,0,8,0,1,1,1
32,2,0.583,1,0,9,0,1,0,1
32,2,0.749,1,1,10,1,0,0,1
33,1,1.372,1,1,2,1,0,1,0
33,1,1.009,1,1,3,1,0,1,0
33,1,0.806,1,0,4,0,1,1,0
33,1,0.96,0,1,5,0,1,1,1
33,1,1.325,1,0,7,0,1,1,1
33,1,1.374,1,0,8,0,1,1,1
33,1,1.222,1,1,9,1,0,0,1
33,1,1.189,1,1,10,1,0,0,1
33,2,1.293,1,1,3,1,0,1,0
33,2,1.161,1,1,4,1,0,1,0
33,2,1.348,1,0,5,0,1,1,1
33,2,1.161,1,0,6,0,1,1,1
33,2,1.365,1,1,7,1,0,1,1
33,2,1.342,1,0,8,0,1,1,1
33,2,0.993,1,0,10,0,1,0,1
33,3,0.821,0,1,4,0,1,1,0
33,3,0.839,1,0,5,0,1,1,1
33,3,0.965,1,1,6,1,0,1,1
33,3,1.231,0,0,9,1,0,0,1
33,2,1.36,0,0,3,1,0,1,0
33,2,0.965,1,0,4,0,1,1,0
33,2,0.833,1,0,5,0,1,1,1
33,2,1.477,1,1,6,1,0,1,1
33,2,0.804,1,0,8,0,1,1,1
33,2,1.32,1,0,9,0,1,0,1
33,2,1.022,1,1,10,1,0,0,1
33,1,1.125,1,1,2,1,0,1,0
33,1,0.498,1,0,3,0,1,1,0
33,1,0.689,0,0,4,1,0,1,0
33,1,1.493,1,0,8,0,1,1,1
33,1,1.349,1,0,9,0,1,0,1
33,1,0.953,1,1,10,1,0,0,1
33,3,1.04,1,0,4,0,1,1,0
33,3,1.349,1,1,6,1,0,1,1
33,3,0.879,1,0,7,0,1,1,1
33,3,1.373,0,0,8,1,0,1,1
33,3,1.315,1,1,9,1,0,0,1
33,1,1.042,1,1,2,1,0,1,0
33,1,0.919,1,0,3,0,1,1,0
33,1,1.081,1,1,4,1,0,1,0
33,1,1.084,1,0,5,0,1,1,1
33,1,1.406,1,0,6,0,1,1,1
33,1,1.006,1,1,8,1,0,1,1
33,1,1.147,1,0,9,0,1,0,1
33,1,1.109,1,1,10,1,0,0,1
33,3,0.931,1,1,4,1,0,1,0
33,3,1.163,1,1,5,1,0,1,1
33,3,0.84,1,0,6,0,1,1,1
33,3,0.996,1,0,8,0,1,1,1
33,3,1.086,1,0,9,0,1,0,1
33,3,0.979,1,1,10,1,0,0,1
33,2,1.381,1,0,3,0,1,1,0
33,2,0.887,1,0,6,0,1,1,1
33,2,1.393,0,0,7,1,0,1,1
33,2,1.322,1,0,8,0,1,1,1
33,2,1.048,0,1,9,0,1,0,1
33,2,0.934,1,1,3,1,0,1,0
33,2,0.945,1,1,4,1,0,1,0
33,2,0.791,1,0,5,0,1,1,1
33,2,1.067,1,0,6,0,1,1,1
33,2,1.203,1,1,7,1,0,1,1
33,2,0.969,1,0,8,0,1,1,1
33,2,1.175,1,0,10,0,1,0,1
33,3,1.06,1,1,4,1,0,1,0
33,3,0.901,1,0,5,0,1,1,1
33,3,1.071,1,0,6,0,1,1,1
33,3,1.45,0,0,7,1,0,1,1
33,3,1.072,1,1,8,1,0,1,1
33,3,1.07,1,0,9,0,1,0,1
33,3,1.38,0,0,10,1,0,0,1
33,2,0.964,1,0,3,0,1,1,0
33,2,0.906,1,0,4,0,1,1,0
33,2,1.248,1,1,5,1,0,1,1
33,2,1.34,1,1,6,1,0,1,1
33,2,0.805,1,0,8,0,1,1,1
33,2,1.291,1,0,9,0,1,0,1
33,2,1.402,1,1,10,1,0,0,1
33,1,1.246,1,0,2,0,1,1,0
