"ID","Z_DGwin_SEM_striatum","Z_DGwin_BS_SD3min2_with_DA","Z_DGwin_TaskSD_avg_Yeo1_Vis_32change","Z_DGwin_TaskSD_avg_Yeo3_DAN_32change","Z_DGwin_TaskSD_avg_Yeo6_FPN_32change","Z_DGwin_TaskSD_avg_Yeo7_DMN_32change","Z_DGwin_PCAdimTEMP_BGHATMorel_32change","Z_DGwin_PCAdimTEMP_Yeo1_Vis_32change","Z_DGwin_PCAdimTEMP_Yeo3_DAN_32change","Z_DGwin_PCAdimTEMP_Yeo6_FPN_32change","Z_DGwin_PCAdimTEMP_Yeo7_DMN_32change","Z_DGwin_HDDMwBias_a_3min2back","Z_DGwin_HDDMwBias_v_3min2back","Z_DGwin_HDDMwBias_t_3min2back","Z_DGwin_HDDMwBias_z_3min2back","Z_DGwin_HDDMwBias_dc_3min2back","DGwin_TaskSD_avg_BGHATMorel_2back","DGwin_TaskSD_avg_BGHATMorel_3back","DGwin_TaskSD_avg_Yeo1_Vis_2back","DGwin_TaskSD_avg_Yeo1_Vis_3back","DGwin_TaskSD_avg_Yeo3_DAN_2back","DGwin_TaskSD_avg_Yeo3_DAN_3back","DGwin_TaskSD_avg_Yeo6_FPN_2back","DGwin_TaskSD_avg_Yeo6_FPN_3back","DGwin_TaskSD_avg_Yeo7_DMN_2back","DGwin_TaskSD_avg_Yeo7_DMN_3back","DGwin_PCAdimTEMP_BGHATMorel_2back","DGwin_PCAdimTEMP_BGHATMorel_3back","DGwin_PCAdimTEMP_Yeo1_Vis_2back","DGwin_PCAdimTEMP_Yeo1_Vis_3back","DGwin_PCAdimTEMP_Yeo3_DAN_2back","DGwin_PCAdimTEMP_Yeo3_DAN_3back","DGwin_PCAdimTEMP_Yeo6_FPN_2back","DGwin_PCAdimTEMP_Yeo6_FPN_3back","DGwin_PCAdimTEMP_Yeo7_DMN_2back","DGwin_PCAdimTEMP_Yeo7_DMN_3back","DGwin_HDDMwBias_a_2back","DGwin_HDDMwBias_a_3back","DGwin_HDDMwBias_v_2back","DGwin_HDDMwBias_v_3back","DGwin_HDDMwBias_t_2back","DGwin_HDDMwBias_t_3back","DGwin_HDDMwBias_z_2back","DGwin_HDDMwBias_z_3back","DGwin_HDDMwBias_dc_2back","DGwin_HDDMwBias_dc_3back","meanRT2","meanRT3","meanRT3min2","sdRT2","sdRT3","sdRT3min2","accuracy2","accuracy3","accuracy3min2","WAISscoren.o.correct","eduy","agewave1","WM","Speed"
59,1.00911759475086,0.00096595153,0.34959111656812,-0.0860586509463258,-0.343561269256871,-0.486886385286204,-0.213056092991627,0.396373239036523,0.449555066538508,-0.0865968056805348,0.644813845116088,-0.540768433595615,0.912238046792193,1.21651651462524,-0.826867088496234,-0.882743732775707,0.17,0.16,0.49,0.5,0.28,0.26,0.25,0.23,0.26,0.23,22,22,10,11,15,16,18,18,19,20,1.62,1.44,0.86,0.7,0.36,0.47,0.55,0.49,-0.39,-0.44,0.88,0.843,-0.037,0.266324761082001,0.267103090963369,0.000778329881368556,0.738461538461539,0.639344262295082,-0.0991172761664565,27,15,64,55.11,45.09
60,0.717065282484805,-0.0050962847,0.137534516428362,-0.153255131822224,0.0107217221070664,-0.59855251967097,-0.213056092991627,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,0.681176760430247,1.21171189626129,0.237838283276309,-1.50285564052582,0.326865709398417,0.21,0.21,0.38,0.37,0.33,0.31,0.3,0.29,0.29,0.27,21,21,16,16,15,15,15,15,18,18,1.63,1.59,1.13,1.05,0.39,0.42,0.6,0.51,-0.47,-0.39,0.9035,0.899,-0.00449999999999995,0.251379105704709,0.26050519527817,0.00912608957346117,0.794117647058824,0.807017543859649,0.0128998968008256,43,11,64,58.85,54.27
61,0.132960657952702,0.08959797,2.69988510145043,2.19862169883421,1.97108760765419,2.58393231029484,-1.04342855798463,-2.01357605430554,-2.25667741321805,-2.16492014201337,-0.133056825182685,-1.26833885446598,-0.808788885599838,0.930074105449942,1.57664776316453,-0.667702054166974,0.19,0.22,0.4,0.54,0.26,0.35,0.29,0.37,0.29,0.37,20,19,13,11,17,14,17,14,15,15,1.75,1.48,1.98,1.34,0.4,0.49,0.49,0.53,-0.36,-0.39,0.7395,0.7985,0.0589999999999999,0.212021247034473,0.261341068121396,0.049319821086923,0.958333333333333,0.854838709677419,-0.103494623655914,36,13,65,54.14,52.2
63,-0.0422707294069285,-0.03481169,-0.127536233746335,0.115530791681369,0.0343405881979956,-0.040221847747144,0.617316372001379,-0.406943192077497,-0.227003053400633,-0.779371251124813,-0.133056825182685,-1.09111016220268,-0.89218666646465,-0.394722036985805,0.174597433029085,-0.757302753587279,0.18,0.17,0.37,0.35,0.23,0.22,0.25,0.24,0.24,0.24,20,21,16,16,19,19,19,18,19,19,1.8,1.56,1.35,0.71,0.35,0.33,0.53,0.51,-0.35,-0.39,0.8995,0.839,-0.0605,0.290568458436411,0.32328583342681,0.0327173749903984,0.844827586206897,0.692307692307692,-0.152519893899204,32,12,65,43.53,42.17
64,1.2427594445637,0.081244856,0.243562816498241,1.61625219790976,1.78213667892675,1.85810243679386,-1.87380102297764,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,0.550587197709926,0.392897320497682,-1.93434998630303,-1.37767257533516,0.147664310557806,0.21,0.23,0.6,0.6,0.37,0.43,0.34,0.41,0.32,0.38,19,17,14,14,16,15,16,15,18,17,1.82,1.77,1.44,1.13,0.43,0.28,0.66,0.58,-0.34,-0.28,0.971,0.886,-0.085,0.331386930081858,0.328064257818593,-0.00332267226326427,0.875,0.875,0,34,15,64,52.34,53.86
65,0.366602507765543,0.042117398,0.261234199843221,0.899489735233515,0.530336776107508,0.49019229058049,-1.04342855798463,0.396373239036523,-0.227003053400633,-1.47214569656909,-0.910927495481457,0.0935237281888021,-0.551013926563146,0.190097881747092,0.224670659105351,-0.954424292311951,0.16,0.18,0.4,0.4,0.29,0.32,0.28,0.29,0.25,0.26,22,21,11,12,14,14,17,15,18,17,1.64,1.53,1.73,1.17,0.43,0.46,0.58,0.57,-0.51,-0.58,0.749,0.892,0.143,0.241356074039381,0.258145709577502,0.0167896355381204,0.927536231884058,0.825396825396825,-0.102139406487233,54,18,64,55.62,46.07
66,0.892296669844436,0.016749796,-0.0921934670563749,-0.556434017077613,0.0815783203798539,0.601858424965255,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,1.83782717309595,-0.103698556470063,-1.08695785915944,0.575183241639213,0.765909136557913,0.18,0.19,0.53,0.51,0.38,0.34,0.32,0.32,0.29,0.31,20,20,13,13,14,13,15,14,18,17,1.69,1.77,1.54,1.12,0.56,0.49,0.58,0.58,-0.46,-0.34,0.9775,1.073,0.0954999999999999,0.202559134325142,0.23760825921774,0.0350491248925987,0.885714285714286,0.854545454545455,-0.0311688311688312,38,14,64,53.8,45.86
67,0.425012970218754,0.19456798,2.69988510145043,2.6689970649655,1.1680461605626,1.32768829846623,-1.87380102297764,-2.01357605430554,-2.25667741321805,-1.47214569656909,-0.910927495481457,-0.988504077208144,-0.986956871992846,-0.573748542720366,-0.576500958114904,0.192464660267958,0.25,0.31,0.46,0.65,0.35,0.45,0.33,0.37,0.3,0.34,19,16,13,10,15,12,16,14,18,17,1.83,1.6,1.83,1.15,0.4,0.36,0.62,0.57,-0.48,-0.42,0.834,0.774,-0.0599999999999999,0.203047036193843,0.288567624886663,0.0855205886928203,0.950819672131148,0.846153846153846,-0.104665825977301,41,11,64,60.1,45.08
68,-0.100681191860139,0.032604624,0.809047083537594,0.0483343108054706,-0.485274465802446,0.546025357772873,-1.04342855798463,0.396373239036523,0.449555066538508,1.29895208520802,-0.133056825182685,-0.867242340396418,-0.297029775747582,0.65556679665695,0.700366306829878,-0.900663872659768,0.18,0.19,0.42,0.45,0.3,0.29,0.33,0.3,0.3,0.31,21,20,14,15,16,17,15,17,16,16,1.74,1.52,0.98,0.5,0.32,0.39,0.48,0.48,-0.49,-0.54,0.828,0.8575,0.0295,0.279513722609035,0.302845868528356,0.0233321459193212,0.788732394366197,0.586206896551724,-0.202525497814473,34,17,64,59.08,41.63
69,-1.85299506545645,-0.0044669709,0.243562816498241,-0.668428151870777,-0.485274465802446,0.0993608202338124,0.617316372001379,-0.406943192077497,1.12611318647765,0.606177639763744,-0.133056825182685,0.998322841322455,0.897074813907682,0.381059487863957,-0.0256954712759787,1.09743172441304,0.17,0.17,0.35,0.35,0.32,0.28,0.27,0.24,0.26,0.26,21,22,15,15,13,15,16,17,18,18,1.69,1.69,1.19,1.02,0.43,0.47,0.56,0.53,-0.42,-0.25,0.9395,1.065,0.1255,0.290201076658266,0.286292235111948,-0.00390884154631854,0.791666666666667,0.814814814814815,0.0231481481481481,47,14,65,49.93,70.01
71,1.18434898211049,0.0097872028,-0.00383655033147601,0.473912023019493,0.105197186470783,-0.235637582920483,0.617316372001379,0.396373239036523,0.449555066538508,-0.0865968056805348,0.644813845116088,0.0748680763716133,-1.54041487227751,-0.167955129722028,0.80051275898241,0.237265009978111,0.23,0.24,0.5,0.49,0.26,0.27,0.3,0.3,0.29,0.28,19,20,9,10,16,17,17,17,17,18,1.58,1.47,1.74,0.92,0.75,0.78,0.62,0.62,-0.34,-0.27,1.083,1.144,0.0609999999999999,0.290867868524336,0.355268169801756,0.0644003012774194,0.836065573770492,0.706896551724138,-0.129169022046354,33,9,65,41.64,43.42
72,1.06752805720407,0.053604543,2.13440083441108,1.45946040919933,0.908238633562374,0.601858424965255,-1.04342855798463,-2.01357605430554,-2.25667741321805,-1.47214569656909,-0.910927495481457,-0.717997125858908,-0.156769871565852,0.989749607361463,0.55014662860108,-0.631861774398852,0.14,0.15,0.29,0.4,0.22,0.28,0.24,0.27,0.21,0.22,23,22,17,13,18,15,19,17,20,19,1.73,1.53,1.97,1.51,0.51,0.6,0.6,0.6,-0.34,-0.37,0.893,0.953,0.0599999999999999,0.20415326034242,0.203799898678333,-0.000353361664087198,0.956521739130435,0.892857142857143,-0.0636645962732919,41,17,65,48.36,52.55
73,0.483423432671964,-0.0047145789,-1.25850476782504,-0.534035190118981,-0.319942403165942,-0.458969851690013,0.617316372001379,0.396373239036523,-0.227003053400633,-0.0865968056805348,-0.910927495481457,2.05236716899362,0.188193676556779,-0.621488944249582,-0.501391119000505,1.54543522151457,0.24,0.23,0.49,0.4,0.45,0.42,0.44,0.42,0.37,0.35,18,19,11,12,12,12,13,13,15,14,1.42,1.53,1.33,0.98,0.46,0.41,0.62,0.57,-0.51,-0.29,0.754,0.885,0.131,0.199778678402596,0.222811594528709,0.0230329161261132,0.805555555555556,0.777777777777778,-0.0277777777777778,52,13,64,58.59,58.29
75,-1.50253229073719,0.062405538,-0.0391793170214356,0.384316715184962,0.931857499653303,0.769357626542403,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.0865968056805348,-0.133056825182685,-0.941864947665173,-2.47674450289608,-0.693099546543406,-2.40417370989861,-1.26802674028302,0.22,0.24,0.62,0.61,0.4,0.4,0.38,0.41,0.35,0.37,20,20,13,13,17,16,16,16,17,17,1.77,1.54,2.12,0.83,0.42,0.38,0.63,0.51,-0.56,-0.66,0.776,0.844,0.068,0.210209573866717,0.255390885413475,0.0451813115467573,0.972222222222222,0.698412698412698,-0.273809523809524,36,15,68,61.39,64.14
79,0.249781582859123,-0.0067574279,-1.34686168454994,-0.354844574449919,0.176053784743571,-0.431053318093822,-0.213056092991627,0.396373239036523,1.12611318647765,0.606177639763744,-0.133056825182685,-0.298244959972161,-1.57074133804653,-1.2540492645117,-0.576500958114904,-0.291379116601691,0.17,0.17,0.52,0.43,0.32,0.29,0.3,0.3,0.29,0.27,21,21,9,10,12,14,14,15,17,17,1.91,1.75,2.1,1.27,0.59,0.5,0.66,0.61,-0.54,-0.53,0.9905,1.033,0.0425,0.188237018557136,0.237853223816401,0.0496162052592649,0.971428571428571,0.879310344827586,-0.0921182266009852,35,15,68,60.06,47.49
80,-0.39273350412619,-0.0040431572,0.243562816498241,0.294721407350431,0.128816052561712,-0.263554116516674,-0.213056092991627,1.19968967015054,1.12611318647765,-0.0865968056805348,1.42268451541486,0.49462024225836,0.995635827657005,-0.514073040808845,1.12598872847814,-0.900663872659768,0.25,0.24,0.46,0.46,0.37,0.37,0.38,0.38,0.39,0.37,17,17,15,17,16,18,17,17,16,18,1.56,1.5,0.65,0.5,0.54,0.51,0.56,0.58,-0.26,-0.32,1.036,1.0135,-0.0225,0.329814832185291,0.335050663124106,0.00523583093881525,0.615384615384615,0.608695652173913,-0.00668896321070234,22,8,68,44.84,35.61
81,-1.21047997847113,-0.062026516,-0.975762634305364,-0.959612902333003,-0.910414055439171,-0.626469053267161,0.617316372001379,2.00300610126456,1.80267130641679,0.606177639763744,0.644813845116088,0.447981112715388,0.305708731411742,-0.394722036985805,1.10095211544001,-0.103217647819049,0.18,0.16,0.43,0.36,0.3,0.25,0.31,0.26,0.29,0.26,21,22,12,16,15,18,15,16,16,17,1.47,1.41,1.36,1.03,0.47,0.45,0.56,0.58,-0.39,-0.36,0.803,0.789,-0.014,0.235166642045841,0.219527415659909,-0.0156392263859322,0.840579710144928,0.777777777777778,-0.0628019323671497,36,13,68,59.33,54.09
82,1.88527453154901,0.15703112,1.79864455085646,1.41466275528207,1.00271409792609,1.55102056723576,-0.213056092991627,0.396373239036523,0.449555066538508,-0.0865968056805348,-0.133056825182685,-0.438162348601077,0.84779430703302,0.011071376012532,-0.351171440771708,-0.945464222369921,0.26,0.31,0.52,0.6,0.4,0.46,0.41,0.45,0.41,0.46,17,17,14,15,15,16,16,16,16,16,1.9,1.67,1.61,0.98,0.33,0.35,0.55,0.53,-0.32,-0.42,0.854,0.854,0,0.277548619875073,0.345437403880935,0.0678887840058616,0.959183673469388,0.756756756756757,-0.202426916712631,44,15,68,58.55,46.17
84,0.132960657952702,0.17458321,1.81631593420144,2.6689970649655,2.44346492947277,2.55601577669865,-1.04342855798463,-1.21025962319152,-2.25667741321805,-2.16492014201337,-2.466668836079,-0.596735389047181,0.317081156075125,1.4074781207421,-0.751757249381835,-0.60498156457276,0.2,0.26,0.38,0.47,0.29,0.44,0.29,0.41,0.25,0.34,21,20,15,14,16,13,15,12,18,15,1.66,1.48,1.69,1.36,0.48,0.61,0.6,0.55,-0.32,-0.34,0.864,0.976,0.112,0.2239039164849,0.19898168861987,-0.02492222786503,0.895522388059702,0.859649122807018,-0.035873265252684,50,14,68,55.67,42.61
85,0.892296669844436,-0.010657325,0.208220049808281,0.2051260995159,0.223291516925429,0.211026954618578,-0.213056092991627,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-0.428834522692482,0.995635827657005,2.00423313985731,1.7018308283552,0.174544520383897,0.21,0.2,0.31,0.31,0.27,0.27,0.32,0.32,0.32,0.32,20,20,18,18,19,19,19,19,19,19,1.6,1.44,0.98,0.83,0.46,0.64,0.52,0.56,-0.36,-0.29,0.8695,0.968,0.0985,0.302830600417163,0.3741167033896,0.0712861029724368,0.730769230769231,0.68,-0.0507692307692307,25,7,68,44.12,42.62
87,1.94368499400222,-0.043360189,-0.640006350750748,-0.466838709243082,-0.272704670984083,-0.570635986074778,2.27806130198739,1.19968967015054,0.449555066538508,1.29895208520802,0.644813845116088,-0.10236061589168,-1.25231344747179,-1.18243866221787,-0.20095176254291,-0.0404971582248356,0.15,0.13,0.29,0.24,0.26,0.23,0.25,0.23,0.26,0.23,20,23,18,20,16,17,17,19,18,19,1.65,1.52,0.89,0.24,0.41,0.33,0.59,0.55,-0.37,-0.33,0.975,0.827,-0.148,0.290272298431222,0.272543812369712,-0.01772848606151,0.761194029850746,0.5,-0.261194029850746,35,15,64,58.04,53.47
90,-0.27591257921977,-0.19726132,-1.68261796810456,-1.45238709542292,-1.71345550253076,-1.99437919948053,1.44768883699439,0.396373239036523,1.12611318647765,1.9917265306523,2.20055518571363,0.830421974967757,1.73484343077693,-0.120214728192812,1.90212373266026,-1.52786876860191,0.26,0.2,0.51,0.4,0.34,0.27,0.36,0.28,0.34,0.27,18,20,16,17,17,19,17,20,18,21,1.4,1.38,1.49,1.54,0.45,0.45,0.55,0.65,-0.16,-0.29,0.7295,0.6835,-0.046,0.189772311786556,0.187485034128622,-0.00228727765793416,0.847222222222222,0.838709677419355,-0.00851254480286734,38,8,68,40.07,67.8
92,1.12593851965728,0.090432383,1.23316028381711,1.41466275528207,0.884619767471445,1.07643949610051,-1.87380102297764,-2.01357605430554,-0.903561173339774,-0.0865968056805348,-0.910927495481457,0.233441116817718,-0.960421214444951,-0.955671754954095,1.90212373266026,0.7031886469637,0.18,0.21,0.33,0.39,0.23,0.28,0.24,0.27,0.25,0.29,21,19,19,17,20,19,20,20,21,20,1.55,1.46,1.46,0.79,0.75,0.71,0.54,0.62,-0.12,-0.12,1.145,1.08,-0.065,0.258354629439639,0.281419338313446,0.0230647088738076,0.864406779661017,0.69811320754717,-0.166293572113847,25,10,68,40.23,40.33
93,0.600244357578385,0.0099903103,0.508633566672938,-0.28764809357402,-0.296323537075013,0.238943488214769,-0.213056092991627,-0.406943192077497,0.449555066538508,0.606177639763744,0.644813845116088,0.690504586338841,-1.26368587213518,-0.657294245396494,-0.20095176254291,-0.291379116601691,0.26,0.26,0.59,0.6,0.44,0.41,0.39,0.37,0.35,0.35,18,18,10,10,11,12,12,13,14,15,1.72,1.68,1.88,1.14,0.44,0.4,0.66,0.62,-0.61,-0.6,0.796,0.926,0.13,0.220105766833471,0.244862463333474,0.024756696500003,0.942028985507246,0.830508474576271,-0.111520510930975,49,16,68,59.92,59.96
94,-1.15206951601792,-0.1986241,-2.42481606859371,-2.4603343085614,-2.634591280077,-2.35729413623102,0.617316372001379,0.396373239036523,1.12611318647765,1.9917265306523,1.42268451541486,-0.512784955869832,-0.676110597860364,0.476540290922389,0.124524206952819,0.532947318065119,0.27,0.21,0.7,0.46,0.38,0.25,0.38,0.26,0.39,0.27,18,19,14,15,15,17,15,18,17,19,1.7,1.52,1.29,0.7,0.29,0.34,0.64,0.61,-0.5,-0.39,0.742,0.751,0.00900000000000001,0.322512389445978,0.322381448541212,-0.000130940904765509,0.861538461538462,0.711864406779661,-0.149674054758801,47,13,68,55.32,46.1
95,-0.0422707294069285,-0.13091147,-1.61193243472464,-2.3259413468096,-2.02050076171284,-1.65938079632624,1.44768883699439,0.396373239036523,-0.227003053400633,-0.0865968056805348,0.644813845116088,0.419997634989605,1.0221714852049,1.01361980812607,0.0494143678384203,0.747988996673852,0.29,0.24,0.6,0.49,0.5,0.43,0.49,0.4,0.39,0.32,19,21,11,12,11,11,13,13,15,16,1.7,1.63,1.6,1.45,0.53,0.63,0.6,0.58,-0.39,-0.26,0.96,1.048,0.0880000000000001,0.233725919352075,0.211392799893929,-0.0223331194581461,0.88135593220339,0.901639344262295,0.0202834120589053,35,13,65,48.9,40.54
97,-1.61935321564361,-0.085389771,-0.657677734095728,-0.623630497953512,-0.65060652843895,-0.486886385286204,0.617316372001379,0.396373239036523,-0.227003053400633,-0.0865968056805348,-0.133056825182685,0.000245469102858353,0.233683375210313,0.464605190540085,0.725402919868011,0.156624380499836,0.22,0.19,0.59,0.54,0.31,0.27,0.29,0.25,0.3,0.28,20,21,9,10,17,17,18,18,18,18,1.71,1.6,1.63,1.28,0.5,0.55,0.61,0.61,-0.47,-0.41,0.914,0.908,-0.00600000000000001,0.226900606257135,0.252660211214245,0.0257596049571106,0.91044776119403,0.859649122807018,-0.0507986383870123,44,12,65,54.59,41.67
99,-0.159091654313349,0.070965901,0.543976333362897,0.429114369102227,0.577574508289366,1.46727096644718,-1.04342855798463,-1.21025962319152,-0.227003053400633,-0.0865968056805348,-0.133056825182685,2.05236716899362,1.54909382794167,-1.94628508668533,-1.30256273622076,-0.649781914282913,0.21,0.23,0.51,0.53,0.35,0.35,0.35,0.36,0.34,0.38,20,19,15,14,16,16,17,17,18,18,1.46,1.58,1.37,1.37,0.7,0.55,0.57,0.49,-0.13,-0.17,1.0375,1.017,-0.0205000000000002,0.213826886824687,0.198052026657537,-0.0157748601671497,0.818181818181818,0.859649122807018,0.0414673046251993,26,11,66,44.42,44.99
104,-1.79458460300324,-0.10055562,-1.75330350148447,-0.511636363160348,-1.38279137725775,-1.01730052361384,0.617316372001379,2.00300610126456,1.12611318647765,0.606177639763744,0.644813845116088,-1.20304407310581,0.590019347996328,1.67005032915279,1.07591550240187,-0.963384362253982,0.21,0.17,0.53,0.42,0.3,0.26,0.33,0.27,0.3,0.25,19,20,10,13,15,17,18,19,19,20,1.76,1.51,1.15,0.89,0.49,0.63,0.61,0.63,-0.19,-0.25,1.0265,0.9675,-0.0589999999999999,0.312681090214901,0.283662708008814,-0.0290183822060868,0.846153846153846,0.708333333333333,-0.137820512820513,35,12,65,41.57,49.77
105,-0.801606741298662,0.048289634,0.738361550157675,-0.668428151870777,-0.532512197984304,-0.040221847747144,-0.213056092991627,-0.406943192077497,0.449555066538508,0.606177639763744,-0.133056825182685,-0.895225818122201,0.510412375352644,-0.251500832398157,-2.40417370989861,1.75151683018127,0.2,0.21,0.52,0.55,0.46,0.42,0.41,0.38,0.33,0.33,19,19,14,14,12,13,12,13,17,17,1.53,1.32,1.36,1.08,0.45,0.44,0.61,0.49,-0.64,-0.4,0.819,0.731,-0.088,0.224552803720733,0.18947519410289,-0.0350776096178427,0.833333333333333,0.754098360655738,-0.0792349726775957,44,11,64,58.54,47.25
106,0.892296669844436,-0.21164744,-2.33645915186881,-2.4603343085614,-2.09135735998563,-2.35729413623102,2.27806130198739,1.19968967015054,1.80267130641679,1.9917265306523,2.20055518571363,1.86581065082173,0.0176073066060273,-2.29240299777215,0.975769050249341,1.1422320741232,0.3,0.2,0.65,0.51,0.5,0.35,0.38,0.28,0.37,0.28,18,22,14,16,14,17,16,19,17,20,1.75,1.85,1.51,1.11,0.6,0.41,0.56,0.56,-0.55,-0.38,1.0065,1.069,0.0625,0.320752206519957,0.281436961213795,-0.0393152453061628,0.814814814814815,0.882352941176471,0.0675381263616558,39,15,66,52.33,54.91
107,0.425012970218754,-0.03823857,-0.693020500785687,-0.354844574449919,0.0815783203798539,0.26686002181096,-0.213056092991627,-0.406943192077497,0.449555066538508,-0.779371251124813,-0.910927495481457,1.00765066723105,-1.51387921472961,-1.46888107139317,1.2511717936688,-0.103217647819049,0.18,0.17,0.52,0.46,0.33,0.3,0.3,0.3,0.3,0.3,21,21,12,12,16,17,18,17,19,18,1.62,1.61,1.63,0.82,0.65,0.54,0.6,0.62,-0.32,-0.28,0.9785,1.054,0.0755000000000001,0.265945711747898,0.331787672767788,0.0658419610198893,0.879310344827586,0.697674418604651,-0.181635926222935,39,11,66,43.26,50.86
108,1.59322221928296,0.16654755,1.12713198374723,1.68344867878566,2.44346492947277,2.10935123915958,-1.04342855798463,-0.406943192077497,-0.227003053400633,0.606177639763744,-0.910927495481457,-0.0930327899830852,-0.581340392332169,-2.32820829891906,-2.35410048382235,0.0491035411954698,0.19,0.24,0.46,0.51,0.32,0.38,0.34,0.43,0.31,0.38,21,20,13,13,15,15,16,17,19,18,1.72,1.59,1.1,0.53,0.46,0.28,0.6,0.48,-0.27,-0.21,0.9575,0.816,-0.1415,0.267291069108192,0.338640714228714,0.0713496451205221,0.8125,0.636363636363636,-0.176136363636364,27,13,66,33.77,43.41
109,-2.49551015244176,0.026508642,0.844389850227554,0.720299119564453,0.294148115198216,0.601858424965255,-1.04342855798463,-2.01357605430554,-1.58011929327891,-0.779371251124813,-0.910927495481457,0.00957329501145273,-0.516896652572996,0.524280692451605,-0.00065885823784567,-0.11217771776108,0.13,0.14,0.25,0.29,0.18,0.2,0.18,0.19,0.18,0.2,23,22,19,16,21,19,21,20,22,21,1.61,1.49,1.58,1.03,0.63,0.68,0.61,0.58,-0.42,-0.39,0.969,1.124,0.155,0.21144909989243,0.259400777055997,0.0479516771635667,0.865671641791045,0.725490196078431,-0.140181445712613,38,17,65,51.86,48.38
110,0.892296669844436,-0.018019615,0.614661866742816,0.294721407350431,0.1996726508345,0.378526156195725,-0.213056092991627,0.396373239036523,0.449555066538508,-0.779371251124813,-0.133056825182685,-0.363539741332322,-0.710227871850514,0.190097881747092,-0.20095176254291,-0.44370030561621,0.17,0.17,0.45,0.47,0.3,0.3,0.33,0.33,0.31,0.31,21,21,14,15,16,17,18,17,17,17,1.73,1.57,2.01,1.41,0.49,0.51,0.62,0.58,-0.54,-0.54,0.8175,0.891,0.0735000000000001,0.209599416261925,0.199730249781037,-0.00986916648088723,0.958333333333333,0.868852459016393,-0.08948087431694,47,17,66,50.77,47
112,1.00911759475086,-0.081008218,-0.339592833886092,-1.20599999887796,-1.3355536450759,-0.710218654055735,0.617316372001379,1.19968967015054,1.80267130641679,1.9917265306523,1.42268451541486,0.849077626784946,-1.1575432419436,-0.621488944249582,1.10095211544001,0.398546268934661,0.16,0.13,0.35,0.32,0.3,0.23,0.27,0.21,0.21,0.18,22,23,14,16,14,17,16,19,19,21,1.41,1.38,1.57,0.85,0.51,0.47,0.57,0.59,-0.3,-0.22,0.7695,0.8085,0.0389999999999999,0.180005735867574,0.209577516268384,0.0295717804008097,0.847222222222222,0.709677419354839,-0.137544802867383,42,10,68,53.58,63.58
114,-0.567964891485821,0.0061226776,-0.0568507003664154,1.23547213961301,1.14442729447167,0.71352455935002,-1.04342855798463,-0.406943192077497,-1.58011929327891,-2.16492014201337,-1.68879816578023,1.24084631494591,0.76060571794708,-0.227630631633549,0.0994875939146863,0.371666059108569,0.19,0.2,0.41,0.39,0.35,0.39,0.31,0.35,0.23,0.25,20,19,11,11,14,12,16,13,18,16,1.59,1.62,1.62,1.42,0.48,0.47,0.58,0.56,-0.44,-0.36,0.813,0.939,0.126,0.232842895714057,0.246120240935699,0.0132773452216426,0.901408450704225,0.898305084745763,-0.00310336595846261,49,18,64,53.44,63.95
116,-0.860017203751872,-0.028349262,-0.127536233746335,0.272322580391798,-0.060134876165721,-0.514802918882396,0.617316372001379,0.396373239036523,0.449555066538508,1.29895208520802,0.644813845116088,1.95908890990768,0.658253895976629,-2.32820829891906,-1.52789225356396,-0.345139536253874,0.15,0.15,0.38,0.36,0.22,0.22,0.25,0.24,0.25,0.23,22,23,14,15,18,19,19,21,20,21,1.62,1.72,1.13,0.9,0.43,0.19,0.48,0.45,-0.39,-0.39,0.862,0.7015,-0.1605,0.369347207162752,0.426571193414238,0.0572239862514866,0.745762711864407,0.683333333333333,-0.0624293785310734,32,17,67,43.27,43.82
117,-0.801606741298662,-0.019460576,-0.127536233746335,0.653102638688555,0.74290657092587,-0.291470650112866,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.779371251124813,0.644813845116088,1.34345239994045,1.74621585544031,0.512345592069301,-1.45278241444956,2.45040228565966,0.2,0.19,0.43,0.41,0.32,0.34,0.39,0.41,0.36,0.34,21,21,16,16,16,15,15,14,15,16,1.61,1.65,1.18,1.24,0.4,0.46,0.63,0.54,-0.66,-0.32,0.792,0.98,0.188,0.237563877674732,0.231074087213202,-0.00648979046153034,0.816901408450704,0.864406779661017,0.0475053712103127,43,14,67,52.87,46.55
118,0.308192045312333,0.016729621,0.738361550157675,0.608304984771289,0.294148115198216,0.573941891369064,-1.04342855798463,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,0.364030679538039,0.775768950831592,-0.02473392513438,0.0243777548002873,1.93071822902188,0.18,0.19,0.46,0.49,0.31,0.33,0.31,0.32,0.28,0.3,21,20,12,12,16,15,17,16,19,18,1.83,1.75,1.78,1.57,0.45,0.45,0.64,0.61,-0.62,-0.36,0.879,0.8935,0.0145,0.250995546746136,0.247647679699887,-0.0033478670462482,0.926470588235294,0.948275862068966,0.0218052738336714,34,15,65,62.42,55.14
